tempmax,temp,humidity,precip,precipprob,precipcover,snowdepth,windspeed,cloudcover,Class
30.8,25.7,65.6,3.0,19.0,37.5,0.0,17.6,72.9,0
27.3,25.7,76.5,0.0,9.5,0.0,0.0924258289703316,19.1,1.6,0
25.7,19.8,41.8,0.0,0.0,0.0,0.0,9.5,0.0,0
23.1,20.6,35.3,0.0,4.8,0.0,0.0,15.5,98.0,0
24.9,18.7,46.5,0.0,0.0,0.0,0.0,8.3,7.9,0
26.4,17.8,19.2,0.0,0.0,0.0,0.0,13.0,0.0,0
27.0,22.3,76.5,1.1,38.1,25.0,0.0,8.3,41.3,0
25.4,19.4,45.4,0.0,0.0,0.0,0.0,9.4,41.8,0
24.79966263998086,22.949746979985644,69.47630727007417,2.3247048099832504,8.323018009887539,13.54425848909978,0.0,30.9505903800335,98.65075906004307,1
29.3,23.6,58.8,0.0,0.0,0.0,0.0,14.8,0.0,0
28.4,23.2,49.3,0.0,0.0,0.0,0.0,11.2,94.7,0
24.9,19.6,53.6,0.0,9.5,0.0,0.0,6.5,100.0,0
30.70170088510727,26.57212772860515,86.36733790591197,23.316278908272576,96.5739328912553,89.00386314141741,0.0,25.648836724817727,93.23925707943137,1
28.2,20.7,36.1,0.0,4.8,0.0,0.0,13.3,0.0,0
30.2,23.7,31.3,0.0,4.8,0.0,0.0,16.2,46.5,0
30.1,23.5,43.4,0.0,4.8,0.0,0.0,16.2,76.2,0
27.1,21.0,26.1,0.0,0.0,0.0,0.0,7.9,0.6,0
28.3,25.9,77.0,0.1,14.3,4.17,0.0924258289703316,18.0,56.6,0
30.3,25.1,76.3,1.6,38.1,25.0,0.0,20.9,74.7,0
27.1,26.5,69.6,0.0,28.6,0.0,0.0924258289703316,22.7,69.4,0
26.6,20.9,32.2,0.0,0.0,0.0,0.0,10.4,0.2,0
26.6,25.4,66.6,0.0,38.1,0.0,0.0924258289703316,16.9,62.6,0
28.8,23.9,82.1,2.6,76.2,41.67,0.0,5.8,96.6,0
33.3,26.1,52.7,0.0,4.8,0.0,0.0,9.7,55.6,0
26.8,19.6,41.2,0.0,0.0,0.0,0.0,7.9,16.6,0
29.0,20.3,39.9,0.0,0.0,0.0,0.0,11.6,0.0,0
25.7,18.8,32.3,0.0,0.0,0.0,0.0,8.3,0.6,0
29.7,22.6,34.9,0.0,19.0,0.0,0.0,11.9,70.1,0
28.0,21.7,46.6,0.0,4.8,0.0,0.0,12.6,56.5,0
26.0,18.3,59.7,0.0,0.0,0.0,0.0,9.7,0.0,0
29.8,22.9,39.6,0.0,14.3,0.0,0.0,15.8,14.1,0
27.9,20.4,34.9,0.0,4.8,0.0,0.0,10.8,7.3,0
28.3,23.9,79.7,5.4,66.7,12.5,0.0,9.4,37.7,0
26.5,21.1,24.5,0.0,0.0,0.0,0.0,9.7,97.1,0
32.0,26.7,88.4,10.8,100.0,70.83,0.0,18.4,91.1,1
31.7,23.2,43.8,0.0,19.0,0.0,0.0,9.7,28.6,0
29.008088428472135,25.016176856944266,88.02059828055097,25.030897420826456,100.0,87.162712532712,0.0,12.587490147921162,93.05882971110829,1
24.1,17.8,74.6,0.0,42.9,0.0,0.0,8.3,43.5,0
21.455774226595043,17.55380618723965,72.42309690638017,10.148161852115743,63.424285596908746,33.33,0.0,34.04842163505802,84.6228371234379,1
29.7,24.9,46.2,0.0,4.8,0.0,0.0,21.2,44.7,0
31.5,25.1,43.3,0.0,0.0,0.0,0.0,18.7,0.0,0
28.9,23.5,68.4,2.1,38.1,20.83,0.0,10.8,53.1,0
27.4,21.2,29.0,0.0,0.0,0.0,0.0,5.0,36.9,0
27.2,20.6,54.6,0.0,0.0,0.0,0.0,8.3,0.0,0
29.6,23.9,68.1,0.0,19.0,0.0,0.0,16.9,92.7,0
30.1,25.9,80.3,2.2,42.9,12.5,0.0,10.8,48.9,0
28.6,23.3,84.2,69.4,95.2,50.0,0.0,23.4,51.2,1
26.7,20.6,18.9,0.0,0.0,0.0,0.0,10.4,0.0,0
30.8,25.3,76.8,1.2,28.6,25.0,0.0,9.0,70.0,0
25.4,19.0,21.3,0.0,0.0,0.0,0.0,11.5,0.0,0
25.4,19.2,78.9,0.0,4.8,0.0,0.0,11.5,2.3,0
28.3,21.5,56.9,0.0,0.0,0.0,0.0,10.4,15.7,0
30.4,26.3,56.7,0.0,9.5,0.0,0.0924258289703316,19.4,42.0,0
29.7,23.3,43.3,0.0,4.8,0.0,0.0,11.0,68.4,0
27.5,21.7,20.8,0.0,0.0,0.0,0.0,11.9,0.6,0
28.621149608525062,24.655763782389364,79.30384252159291,10.452874021312656,31.356716542905566,31.609987408188758,0.0,9.355763782389367,17.459606303982277,1
28.3,23.6,50.6,0.0,4.8,0.0,0.0,13.7,12.5,0
26.8,20.5,40.1,0.0,4.8,0.0,0.0,11.2,0.0,0
27.5,26.1,78.8,0.7,9.5,12.5,0.0924258289703316,16.6,3.6,0
28.3,23.7,71.2,1.6,52.4,12.5,0.0,9.0,44.8,0
27.1,24.00785196725346,86.1009252046659,7.593073237412428,95.2,79.00148278194673,0.0,15.870667705281123,88.89307323741244,1
28.8,21.8,45.8,0.0,0.0,0.0,0.0,11.5,22.1,0
29.02490929631822,25.72490929631822,86.86727135787854,11.492180654196751,100.0,58.33,0.0,16.933817086302827,81.4669085431514,1
29.4,23.6,35.9,0.0,23.8,0.0,0.0,16.2,71.0,0
28.6,25.0,77.3,0.2,52.4,8.33,0.0,10.4,61.0,0
27.9,27.0,75.7,11.7,57.1,25.0,0.0924258289703316,12.2,48.6,1
23.2,20.3,31.6,0.0,4.8,0.0,0.0,10.8,99.9,0
27.1,22.0,76.2,0.1,42.9,4.17,0.0,19.1,60.7,0
29.3,23.8,72.0,1.1,14.3,29.17,0.0,15.8,99.6,0
29.4,24.5,68.8,0.0,23.8,0.0,0.0,14.8,75.0,0
31.0,26.2,50.9,0.4,66.7,12.5,0.0,20.5,61.4,0
26.5,19.4,23.3,0.0,0.0,0.0,0.0,7.9,0.0,0
28.7,21.8,37.9,0.0,4.8,0.0,0.0,13.3,0.9,0
26.2,22.9,74.9,0.4,28.6,12.5,0.0,5.4,95.0,0
23.2,19.6,40.3,0.0,4.8,0.0,0.0,9.4,99.9,0
23.7,18.6,50.9,0.1,19.0,4.17,0.0,12.2,73.0,0
32.8,25.7,63.4,0.0,0.0,0.0,0.0,11.2,0.0,0
22.6831709753573,21.729299028488686,84.63378041238941,14.835914631245746,31.594055015827045,36.32348451433296,0.07582863114507218,11.128170737508507,96.8405183782505,1
28.4,25.0,82.3,6.5,100.0,70.83,0.0,13.7,97.8,1
26.3,21.7,16.3,0.0,0.0,0.0,0.0,15.5,0.0,0
28.1,18.8,69.1,0.0,0.0,0.0,0.0,4.7,23.3,0
28.3,23.7,48.2,0.0,0.0,0.0,0.0,15.8,41.4,0
27.4,21.9,27.7,0.0,0.0,0.0,0.0,8.3,84.5,0
27.1,18.1,33.9,0.0,4.8,0.0,0.0,8.3,1.0,0
27.4,21.8,56.2,0.0,14.3,0.0,0.0,15.8,13.7,0
28.7,26.0,80.9,27.1,90.5,95.83,0.0,22.0,95.1,1
27.2,23.7,82.5,1.4,42.9,12.5,0.0,9.0,71.3,0
28.6,22.2,38.7,0.0,14.3,0.0,0.0,14.8,2.7,0
36.9,29.0,11.0,0.0,0.0,0.0,0.0,16.9,79.8,0
15.2,11.8,51.9,0.4,14.3,8.33,0.0,9.4,100.0,0
27.1,20.0,33.0,0.0,0.0,0.0,0.0,9.7,5.0,0
28.4,23.4,60.3,0.2,9.5,8.33,0.0,16.2,33.1,0
27.6,20.8,25.3,0.0,0.0,0.0,0.0,7.9,32.9,0
27.3,20.2,28.8,0.0,4.8,0.0,0.0,14.8,0.6,0
28.0,22.4,43.1,0.0,0.0,0.0,0.0,8.3,0.0,0
22.4,20.0,38.2,0.0,4.8,0.0,0.0,22.0,98.5,0
28.3,20.9,31.7,0.0,0.0,0.0,0.0,10.8,0.2,0
26.2,19.0,22.1,0.0,0.0,0.0,0.0,18.7,0.0,0
25.0,18.6,85.1,3.0,61.9,20.83,0.0,7.6,61.0,0
28.2,23.9,78.8,0.2,38.1,4.17,0.0,9.7,52.5,0
27.5,21.2,45.9,0.0,0.0,0.0,0.0,14.8,1.0,0
23.5,15.3,71.3,0.0,0.0,0.0,0.0,6.1,73.0,0
28.9,22.3,32.6,0.0,14.3,0.0,0.0,15.1,32.4,0
30.3,25.2,68.5,0.0,9.5,0.0,0.0,21.2,71.2,0
30.9,24.9,58.0,0.0,0.0,0.0,0.0,13.4,6.7,0
22.9,18.1,74.6,0.0,9.5,0.0,0.0,6.1,26.4,0
25.8,18.3,27.2,0.0,0.0,0.0,0.0,11.5,27.0,0
29.7,25.4,50.2,0.0,9.5,0.0,0.0,19.4,0.6,0
28.2,21.4,38.7,0.0,4.8,0.0,0.0,13.3,0.0,0
27.0,20.9,30.8,0.0,0.0,0.0,0.0,7.6,11.2,0
27.3,22.1,32.0,0.0,0.0,0.0,0.0,8.3,83.4,0
26.5,19.3,39.8,0.0,0.0,0.0,0.0,7.2,2.7,0
29.2,23.7,43.6,0.0,0.0,0.0,0.0,11.5,97.7,0
29.880784608563975,26.84497751164491,81.59912543801568,11.568115945900809,100.0,82.18369815926899,0.0924258289703316,26.07728636062666,66.96506746506526,1
29.4,25.1,47.8,0.0,4.8,0.0,0.0,18.4,2.6,0
29.6,22.9,41.9,0.0,28.6,0.0,0.0,17.3,40.9,0
26.0,20.0,23.7,0.0,0.0,0.0,0.0,9.4,0.0,0
26.1,18.6,36.6,0.0,4.8,0.0,0.0,15.1,2.6,0
23.6,18.3,46.5,0.0,9.5,0.0,0.0,17.3,43.5,0
27.2,20.4,41.1,0.0,0.0,0.0,0.0,7.6,0.0,0
28.6,25.2,60.7,0.0,14.3,0.0,0.0924258289703316,32.4,98.1,1
30.9,25.0,42.1,0.0,0.0,0.0,0.0,10.4,0.7,0
27.8,21.0,31.9,0.0,0.0,0.0,0.0,10.8,0.0,0
26.0,20.7,62.0,0.0,0.0,0.0,0.0,8.6,0.1,0
26.9,21.5,48.2,0.0,9.5,0.0,0.0,20.2,99.6,0
24.6,18.8,46.1,0.0,4.8,0.0,0.0,9.0,1.3,0
18.7,12.0,44.1,0.0,0.0,0.0,0.0,9.4,80.4,0
25.4,19.2,28.2,0.0,4.8,0.0,0.0,10.4,1.0,0
26.9,22.5,76.7,4.0,38.1,25.0,0.0,13.3,57.2,0
27.4,21.5,75.6,0.0,0.0,0.0,0.0,13.3,0.0,0
26.8,26.5,70.0,0.2,0.0,4.17,0.0924258289703316,13.3,0.0,0
26.1,21.5,41.5,0.0,0.0,0.0,0.0,15.5,47.5,0
29.3,24.2,68.9,4.4,28.6,41.67,0.0,17.6,91.0,0
27.338539662096558,24.65212743387576,80.9864122282208,19.00038487746115,97.04990378063471,58.33,0.05680522679522457,20.331430411309917,53.89980756126943,1
22.5,19.1,96.5,19.1,100.0,58.33,0.0,16.2,99.3,1
28.3,24.0,61.6,0.0,0.0,0.0,0.0,18.0,62.5,0
29.6,23.2,34.4,0.0,0.0,0.0,0.0,22.7,0.0,0
26.6,20.9,72.4,0.0,4.8,0.0,0.0,14.4,81.3,0
26.2,20.4,38.6,0.0,0.0,0.0,0.0,8.3,90.7,0
25.7,24.8,83.7,14.8,33.3,33.33,0.0924258289703316,11.2,97.9,1
31.0,27.1,70.0,0.7,38.1,12.5,0.0,14.0,25.9,0
29.3,23.3,53.0,0.0,0.0,0.0,0.0,8.6,79.5,0
26.3,20.5,74.7,0.0,9.5,0.0,0.0,5.4,0.0,0
30.4,25.4,79.7,0.0,38.1,0.0,0.0,13.3,61.6,0
28.5,27.2,78.5,9.0,81.0,62.5,0.0924258289703316,17.6,84.4,1
28.1,22.0,46.0,0.0,14.3,0.0,0.0,17.3,3.8,0
27.8,21.0,38.4,0.0,9.5,0.0,0.0,14.8,3.9,0
27.3,19.6,19.6,0.0,0.0,0.0,0.0,13.3,0.0,0
30.3,24.7,71.7,4.7,100.0,45.83,0.0,10.8,45.6,0
29.6,21.6,51.3,0.0,0.0,0.0,0.0,6.5,11.6,0
25.0,17.9,32.4,0.0,0.0,0.0,0.0,14.0,14.3,0
27.8,26.7,85.1,37.3,100.0,75.0,0.0924258289703316,20.9,97.6,1
34.8,27.4,38.5,0.0,0.0,0.0,0.0,19.8,2.2,0
26.637468492052932,24.612506301589413,84.35622794443705,12.221961646854439,31.096949043675608,31.3800655365299,0.0924258289703316,13.356177531721743,91.80645480165595,1
31.3,25.8,83.8,5.6,61.9,20.83,0.0,8.6,20.7,0
25.4,19.2,32.8,0.0,0.0,0.0,0.0,9.4,3.3,0
29.0,21.9,37.0,0.0,14.3,0.0,0.0,9.4,1.0,0
27.4,19.7,41.5,0.0,0.0,0.0,0.0,6.8,20.1,0
28.5,23.9,75.1,5.1,85.7,45.83,0.0,16.6,88.9,0
24.4,19.3,86.5,0.9,90.5,8.33,0.0,14.0,88.3,0
16.279107824232145,15.158412548888515,96.4698261811641,14.58317490222297,38.1,32.38706816137788,0.0,4.382978001798746,99.49458853449855,1
26.0,19.7,41.8,0.0,4.8,0.0,0.0,11.2,0.5,0
27.8,21.3,39.7,0.0,0.0,0.0,0.0,7.6,0.0,0
30.6,24.6,55.9,0.0,0.0,0.0,0.0,16.2,38.0,0
25.2,18.6,51.0,0.0,0.0,0.0,0.0,11.2,32.2,0
26.9,20.8,32.8,0.0,0.0,0.0,0.0,10.8,72.1,0
28.6,24.0,75.0,0.4,38.1,8.33,0.0,6.8,54.1,0
27.8,23.5,59.4,0.0,0.0,0.0,0.0,21.6,0.1,0
19.4,17.7,86.9,3.0,28.6,16.67,0.0,13.3,95.8,0
28.6,26.8,60.7,0.0,0.0,0.0,0.0924258289703316,25.6,5.2,0
28.6,22.4,48.1,0.0,4.8,0.0,0.0,15.8,6.4,0
27.9,22.5,53.4,0.0,0.0,0.0,0.0,8.3,0.0,0
31.2,25.9,46.1,0.1,9.5,4.17,0.0,18.7,19.1,0
29.2,24.7,72.9,0.0,33.3,0.0,0.0,12.2,57.5,0
26.4,21.2,46.1,0.0,14.3,0.0,0.0,15.8,4.0,0
26.6,20.0,31.2,0.0,0.0,0.0,0.0,10.1,6.2,0
29.6,24.1,70.2,2.1,19.0,8.33,0.0,8.6,59.9,0
27.7,21.9,78.6,0.5,4.8,4.17,0.0,11.5,15.6,0
26.6,20.0,44.2,0.0,4.8,0.0,0.0,9.7,0.0,0
30.2,25.3,69.0,0.0,23.8,0.0,0.0,14.6,28.6,0
29.95354491481326,25.631859973788696,80.43761492791891,12.595579921366086,30.57564530798283,33.33,0.0,11.780984809968041,21.88807463959456,1
31.6,26.2,40.6,0.0,9.5,0.0,0.0,15.8,22.6,0
30.5,25.1,67.6,0.6,0.0,4.17,0.0,10.4,69.9,0
26.6,20.1,33.4,0.0,4.8,0.0,0.0,9.7,0.0,0
26.2,20.1,50.9,0.0,4.8,0.0,0.0,14.8,0.0,0
28.8,24.0,82.7,5.2,100.0,41.67,0.0,15.8,61.3,0
29.4,23.7,49.7,0.0,4.8,0.0,0.0,15.1,20.7,0
29.2,23.5,48.9,0.0,0.0,0.0,0.0,10.8,90.7,0
28.5,21.7,43.9,0.0,4.8,0.0,0.0,13.7,1.3,0
26.666969145349338,23.511312763566224,87.44811453940564,9.196229078811259,95.2,79.32205886751107,0.0,14.192458157622518,93.28687236433777,1
29.7,24.1,41.3,0.0,4.8,0.0,0.0,9.0,83.8,0
30.3,26.6,58.3,0.0,14.3,0.0,0.0924258289703316,20.5,2.9,0
29.7,25.5,79.2,1.0,90.5,33.33,0.0,12.6,95.2,0
27.4,23.8,73.6,2.1,19.0,45.83,0.0,15.1,93.2,0
28.7,22.5,32.5,0.0,0.0,0.0,0.0,5.0,48.6,0
26.5,22.8,57.1,0.0,9.5,0.0,0.0,26.3,98.8,0
30.1,25.0,34.7,0.0,9.5,0.0,0.0,16.9,3.1,0
28.8,22.8,42.1,0.0,9.5,0.0,0.0,16.2,16.7,0
29.0,24.2,75.4,3.6,52.4,8.33,0.0,12.6,46.7,0
30.6,24.9,61.7,0.4,9.5,8.33,0.0,12.2,11.3,0
26.0,19.8,48.8,0.0,0.0,0.0,0.0,9.7,4.3,0
28.9,22.4,37.4,0.0,0.0,0.0,0.0,9.0,10.6,0
30.8,26.3,63.8,0.3,81.0,8.33,0.0,24.1,99.6,0
25.4,18.1,26.0,0.0,0.0,0.0,0.0,8.6,29.7,0
29.6,25.4,54.1,0.0,0.0,0.0,0.0,17.6,26.2,0
26.8,20.5,69.6,0.0,19.0,0.0,0.0,16.2,26.8,0
29.0,24.2,79.3,9.0,28.6,29.17,0.0,9.0,20.6,1
25.5,19.3,38.2,0.0,0.0,0.0,0.0,6.5,44.2,0
31.5,26.0,67.9,0.1,9.5,4.17,0.0,11.5,62.8,0
28.9,27.1,72.3,0.1,4.8,4.17,0.0,18.0,22.1,0
29.2,25.2,60.2,0.3,14.3,12.5,0.0,20.9,75.5,0
26.8,19.6,41.2,0.0,0.0,0.0,0.0,7.9,16.6,0
33.0,27.7,62.7,2.3,100.0,16.67,0.0,15.8,69.7,0
29.8,23.5,39.1,0.0,9.5,0.0,0.0,10.1,2.3,0
26.5,19.1,40.5,0.0,4.8,0.0,0.0,13.3,0.0,0
30.4,24.9,55.5,0.0,47.6,0.0,0.0,17.6,30.9,0
26.8,19.9,37.9,0.0,4.8,0.0,0.0,13.3,0.3,0
29.0,22.0,38.6,0.0,0.0,0.0,0.0,12.2,0.0,0
28.1,20.9,43.9,0.0,0.0,0.0,0.0,9.0,0.0,0
27.5,26.8,76.0,0.4,52.4,8.33,0.0924258289703316,17.6,70.8,0
27.0,21.2,47.6,0.0,9.5,0.0,0.0,14.4,0.7,0
28.416520877382894,26.952186839256594,78.1643340381263,4.324781316074341,80.60349894281055,54.17,0.08479105003317584,17.666083509531575,93.02351876300399,1
29.3,22.9,56.5,0.0,28.6,0.0,0.0,13.7,9.8,0
27.8,23.0,48.3,0.0,0.0,0.0,0.0,9.4,95.0,0
31.0,23.2,51.2,0.0,23.8,0.0,0.0,9.7,23.7,0
25.8,19.2,23.9,0.0,4.8,0.0,0.0,12.2,0.0,0
22.0,20.2,88.4,48.7,90.5,62.5,0.0,19.1,93.5,1
33.3,26.5,46.7,0.0,0.0,0.0,0.0,13.3,25.1,0
28.924280468497802,26.180657457776128,80.63086903216502,9.758436789543454,66.5156460904714,33.33,0.03156926287221401,10.468721804963144,46.30081832574367,1
27.0,24.8,63.6,0.0,38.1,0.0,0.0924258289703316,15.8,84.4,0
28.3,22.0,30.7,0.0,0.0,0.0,0.0,11.2,0.0,0
25.7,22.9,25.7,0.0,0.0,0.0,0.0,8.3,95.4,0
31.5,25.8,81.8,1.0,33.3,29.17,0.0,7.6,97.3,0
26.0,19.9,28.9,0.0,9.5,0.0,0.0,8.6,0.0,0
27.739300293245417,24.96769677430043,85.76460645139915,15.93148680395629,93.38323607084276,94.19814278632843,0.028051103575242403,16.519037830315245,83.75411085008038,1
29.4,22.2,47.2,0.0,0.0,0.0,0.0,10.4,9.5,0
28.9,23.3,68.2,1.3,19.0,16.67,0.0,10.4,49.3,0
32.6,26.0,43.4,0.0,0.0,0.0,0.0,11.2,18.2,0
27.5,19.2,35.9,0.0,0.0,0.0,0.0,10.1,40.3,0
22.3,17.0,75.0,0.3,38.1,8.33,0.0,8.6,90.6,0
30.2,25.6,62.0,0.0,9.5,0.0,0.0,13.0,77.3,0
24.5,20.1,44.9,0.0,4.8,0.0,0.0,10.4,55.0,0
25.7,18.8,32.3,0.0,0.0,0.0,0.0,8.3,0.6,0
27.2,22.8,73.1,0.0,23.8,0.0,0.0,9.0,68.5,0
27.0,20.4,41.0,0.0,0.0,0.0,0.0,8.6,0.0,0
26.3,20.7,49.5,0.0,4.8,0.0,0.0,13.0,10.8,0
24.5,19.4,60.8,0.0,4.8,0.0,0.0,14.8,100.0,0
16.5,10.5,53.6,0.0,4.8,0.0,0.0,9.4,27.3,0
29.3,22.7,52.5,0.0,0.0,0.0,0.0,8.6,69.7,0
27.8,21.7,40.4,0.0,0.0,0.0,0.0,6.8,13.5,0
27.5,22.6,53.2,0.0,4.8,0.0,0.0,14.0,22.1,0
